"Sebastian, AR",0
"Sevier, AR",0
"Sharp, AR",0
"St. Francis, AR",0
"Stone, AR",0
"Union, AR",0
"Van Buren, AR",0
"Washington, AR",0
"White, AR",0
"Woodruff, AR",0
"Yell, AR",0
"Apache, AZ",0
"Cochise, AZ",0
"Coconino, AZ",0
"Gila, AZ",0
"Graham, AZ",0
"Greenlee, AZ",0
"La Paz, AZ",0
"Maricopa, AZ",0
"Mohave, AZ",0
"Navajo, AZ",0
"Pima, AZ",0
"Pinal, AZ",0
"Santa Cruz, AZ",0
"Yavapai, AZ",0
"Yuma, AZ",0
"Alameda, CA",0
"Alpine, CA",0
"Amador, CA",0
"Butte, CA",0
"Calaveras, CA",0
"Colusa, CA",0
"Contra Costa, CA",0
"Del Norte, CA",0
"El Dorado, CA",0
"Fresno, CA",0
"Glenn, CA",0
"Humboldt, CA",0
"Imperial, CA",0
"Inyo, CA",0
"Kern, CA",0
"Kings, CA",0
"Lake, CA",0
"Lassen, CA",0
"Los Angeles, CA",0
"Madera, CA",0
"Marin, CA",0
"Mariposa, CA",0
"Mendocino, CA",0
"Merced, CA",0
"Modoc, CA",0
"Mono, CA",0
"Monterey, CA",0
"Napa, CA",0
"Nevada, CA",0
"Orange, CA",0
"Placer, CA",0
"Plumas, CA",0
"Riverside, CA",0
"Sacramento, CA",0
"San Benito, CA",0
"San Bernardino, CA",0
"San Diego, CA",0
"San Franciso, CA",0
"San Joaquin, CA",0
"San Luis Obispo, CA",0
"San Mateo, CA",0
"Santa Barbara, CA",0
"Santa Clara, CA",0
"Santa Cruz, CA",0
"Shasta, CA",0
"Sierra, CA",0
"Siskiyou, CA",0
"Solano, CA",0
"Sonoma, CA",0
"Stanislaus, CA",0
"Sutter, CA",0
"Tehama, CA",0
"Trinity, CA",0
"Tulare, CA",0
"Tuolumne, CA",0
"Ventura, CA",0
"Yolo, CA",0
"Yuba, CA",0
"Adams, CO",0
"Alamosa, CO",0
"Arapahoe, CO",0
"Archuleta, CO",0
"Baca, CO",0
"Bent, CO",0
"Boulder, CO",0
"Broomfield, CO",0
"Chaffee, CO",0
"Cheyenne, CO",0
"Clear Creek, CO",0
"Conejos, CO",0
"Costilla, CO",0
"Crowley, CO",0
"Custer, CO",0
"Delta, CO",0
"Denver, CO",0
"Dolores, CO",0
"Douglas, CO",0
"Eagle, CO",0
"El Paso, CO",0
"Elbert, CO",0
"Fremont, CO",0
"Garfield, CO",0
"Gilpin, CO",0
"Grand, CO",0
"Gunnison, CO",0
"Hinsdale, CO",0
"Huerfano, CO",0
"Jackson, CO",0
"Jefferson, CO",0
"Kiowa, CO",0
"Kit Carson, CO",0
"La Plata, CO",0
"Lake, CO",0
"Larimer, CO",0
"Las Animas, CO",0
"Lincoln, CO",0
"Logan, CO",0
"Mesa, CO",0
"Mineral, CO",0
"Moffat, CO",0
"Montezuma, CO",0
"Montrose, CO",0
"Morgan, CO",0
"Otero, CO",0
"Ouray, CO",0
"Park, CO",0
"Phillips, CO",0
"Pitkin, CO",0
"Prowers, CO",0
"Pueblo, CO",0
"Rio Blanco, CO",0
"Rio Grande, CO",0
"Routt, CO",0
"Saguache, CO",0
"San Juan, CO",0
"San Miguel, CO",0
"Sedgwick, CO",0
"Summit, CO",0
"Teller, CO",0
"Washington, CO",0
"Weld, CO",0
"Yuma, CO",0
"Fairfield, CT",0
"Hartford, CT",0
"Litchfield, CT",0
"Middlesex, CT",0
"New Haven, CT",0
"New London, CT",0
"Tolland, CT",0
"Windham, CT",0
"Washington, DC",0
"Kent, DE",0
"New Castle, DE",0
"Sussex, DE",0
"Alachua, FL",0
"Baker, FL",0
"Bay, FL",0
"Bradford, FL",0
"Brevard, FL",0
"Broward, FL",0
"Calhoun, FL",0
"Charlotte, FL",0
"Citrus, FL",0
"Clay, FL",0
"Collier, FL",0
"Columbia, FL",0
"DeSoto, FL",0
"Dixie, FL",0
"Duval, FL",0
"Escambia, FL",0
"Flagler, FL",0
"Franklin, FL",0
"Gadsden, FL",0
"Gilchrist, FL",0
"Glades, FL",0
"Gulf, FL",0
"Hamilton, FL",0
"Hardee, FL",0
"Hendry, FL",0
"Hernando, FL",0
"Highlands, FL",0
"Hillsborough, FL",0
"Holmes, FL",0
"Indian River, FL",0
"Jackson, FL",0
"Jefferson, FL",0
"Lafayette, FL",0
"Lake, FL",0
"Lee, FL",0
"Leon, FL",0
"Levy, FL",0
"Liberty, FL",0
"Madison, FL",0
"Manatee, FL",0
"Marion, FL",0
"Martin, FL",0
"Miami-Dade, FL",0
"Monroe, FL",0
"Nassau, FL",0
"Okaloosa, FL",0
"Okeechobee, FL",0
"Orandge, FL",0
"Osceola, FL",0
"Palm Beach, FL",0
"Pasco, FL",0
"Pinellas, FL",0
"Polk, FL",0
"Putnam, FL",0
"Santa Rosa, FL",0
"Sarasota, FL",0
"Seminole, FL",0
"St. Johns, FL",0
"St. Lucie, FL",0
"Sumter, FL",0
"Suwannee, FL",0
"Taylor, FL",0
"Union, FL",0
"Volusia, FL",0
"Wakulla, FL",0
"Walton, FL",0
"Washington, FL",0
"Appling, GA",0
"Atkinson, GA",0
"Bacon, GA",0
"Baker, GA",0
"Baldwin, GA",0
"Banks, GA",0
"Barrow, GA",0
"Bartow, GA",0
"Ben Hill, GA",0
"Berrien, GA",0
"Bibb, GA",0
"Bleckley, GA",0
"Brantley, GA",0
"Brooks, GA",0
"Bryan, GA",0
"Bulloch, GA",0
"Burke, GA",0
"Butts, GA",0
"Calhoun, GA",0
"Camden, GA",0
"Candler, GA",0
"Carroll, GA",0
"Catoosa, GA",0
"Charlton, GA",0
"Chatham, GA",0
"Chattahoochee, GA",0
"Chattooga, GA",0
"Cherokee, GA",0
"Clarke, GA",0
"Clay, GA",0
"Clayton, GA",0
"Clinch, GA",0
"Cobb, GA",0
"Coffee, GA",0
"Colquitt, GA",0
"Columbia, GA",0
"Cook, GA",0
"Coweta, GA",0
"Crawford, GA",0
"Crisp, GA",0
"Dade, GA",0
"Dawson, GA",0
"DeKalb, GA",0
"Decatur, GA",0
"Dodge, GA",0
"Dooly, GA",0
"Dougherty, GA",0
"Douglas, GA",0
"Early, GA",0
"Echols, GA",0
"Effingham, GA",0
"Elbert, GA",0
"Emanuel, GA",0
"Evans, GA",0
"Fannin, GA",0
"Fayette, GA",0
"Floyd, GA",0
"Forsyth, GA",0
"Franklin, GA",0
"Fulton, GA",0
"Gilmer, GA",0
"Glascock, GA",0
"Glynn, GA",0
"Gordon, GA",0
"Grady, GA",0
"Greene, GA",0
"Gwinnett, GA",0
"Habersham, GA",0
"Hall, GA",0
"Hancock, GA",0
"Haralson, GA",0
"Harris, GA",0
"Hart, GA",0
"Heard, GA",0
"Henry, GA",0
"Houston, GA",0
"Irwin, GA",0
"Jackson, GA",0
"Jasper, GA",0
"Jeff Davis, GA",0
"Jefferson, GA",0
"Jenkins, GA",0
"Johnson, GA",0
"Jones, GA",0
"Lamar, GA",0
"Lanier, GA",0
"Laurens, GA",0
"Lee, GA",0
"Liberty, GA",0
"Lincoln, GA",0
"Long, GA",0
"Lowndes, GA",0
"Lumpkin, GA",0
"Macon, GA",0
"Madison, GA",0
"Marion, GA",0
"McDuffie, GA",0
"McIntosh, GA",0
"Meriwether, GA",0
"Miller, GA",0
"Mitchell, GA",0
"Monroe, GA",0
"Montgomery, GA",0
"Morgan, GA",0
"Murray, GA",0
"Muscogee, GA",0
"Newton, GA",0
"Oconee, GA",0
"Oglethorpe, GA",0
"Paulding, GA",0
"Peach, GA",0
"Pickens, GA",0
"Pierce, GA",0
"Pike, GA",0
"Polk, GA",0
"Pulaski, GA",0
"Putnam, GA",0
"Quitman, GA",0
"Rabun, GA",0
"Randolph, GA",0
"Richmond, GA",0
"Rockdale, GA",0
"Schley, GA",0
"Screven, GA",0
"Seminole, GA",0
"Spalding, GA",0
"Stephens, GA",0
"Stewart, GA",0
"Sumter, GA",0
"Talbot, GA",0
"Taliaferro, GA",0
"Tattnall, GA",0
"Taylor, GA",0
"Telfair, GA",0
"Terrell, GA",0
"Thomas, GA",0
"Tift, GA",0
"Toombs, GA",0
"Towns, GA",0
"Treutlen, GA",0
"Troup, GA",0
"Turner, GA",0
"Twiggs, GA",0
"Union, GA",0
"Upson, GA",0
"Walker, GA",0
"Walton, GA",0
"Ware, GA",0
"Warren, GA",0
"Washington, GA",0
"Wayne, GA",0
"Webster, GA",0
"Wheeler, GA",0
"White, GA",0
"Whitfield, GA",0
"Wilcox, GA",0
"Wilkes, GA",0
"Wilkinson, GA",0
"Worth, GA",0
"Hawaii, HI",0
"Honolulu, HI",0
"Kalawao, HI",0
"Kauai, HI",0
"Maui, HI",0
"Adair, IA",0
"Adams, IA",0
"Allamakee, IA",0
"Appanoose, IA",0
"Audubon, IA",0
"Benton, IA",0
"Black Hawk, IA",0
"Boone, IA",0
"Bremer, IA",0
"Buchanan, IA",0
"Buena Vista, IA",0
"Butler, IA",0
"Calhoun, IA",0
"Carroll, IA",0
"Cass, IA",0
"Cedar, IA",0
"Cerro Gordo, IA",0
"Cherokee, IA",0
"Chickasaw, IA",0
"Clarke, IA",0
"Clay, IA",0
"Clayton, IA",0
"Clinton, IA",0
"Crawford, IA",0
"Dallas, IA",0
"Davis, IA",0
"Decatur, IA",0
"Delaware, IA",0
"Des Moines, IA",0
"Dickinson, IA",0
"Dubuque, IA",0
"Emmet, IA",0
"Fayette, IA",0
"Floyd, IA",0
"Franklin, IA",0
"Fremont, IA",0
"Greene, IA",0
"Grundy, IA",0
"Guthrie, IA",0
"Hamilton, IA",0
"Hancock, IA",0
"Hardin, IA",0
"Harrison, IA",0
"Henry, IA",0
"Howard, IA",0
"Humboldt, IA",0
"Ida, IA",0
"Iowa, IA",0
"Jackson, IA",0
"Jasper, IA",0
"Jefferson, IA",0
"Johnson, IA",0
"Jones, IA",0
"Keokuk, IA",0
"Kossuth, IA",0
"Lee, IA",0
"Linn, IA",0
"Louisa, IA",0
"Lucas, IA",0
"Lyon, IA",0
"Madison, IA",0
"Mahaska, IA",0
"Marion, IA",0
"Marshall, IA",0
"Mills, IA",0
"Mitchcell, IA",0
"Monona, IA",0
"Monroe, IA",0
"Montgomery, IA",0
"Muscatine, IA",0
"O'Brien, IA",0
"Osceola, IA",0
"Page, IA",0
"Palo Alto, IA",0
"Plymouth, IA",0
"Pocahontas, IA",0
"Polk, IA",0
"Pottawattamie, IA",0
"Poweshiek, IA",0
"Ringgold, IA",0
"Sac, IA",0
"Scott, IA",0
"Shelby, IA",0
"Sioux, IA",0
"Story, IA",0
"Tama, IA",0
"Taylor, IA",0
"Union, IA",0
"Van Buren, IA",0
"Wapello, IA",0
"Warren, IA",0
"Washington, IA",0
"Wayne, IA",0
"Webster, IA",0
"Winnebago, IA",0
"Winneshiek, IA",0
"Woodbury, IA",0
"Worth, IA",0
"Wright, IA",0
"Ada, ID",0
"Adams, ID",0
"Bannock, ID",0
"Bear Lake, ID",0
"Benewah, ID",0
"Bingham, ID",0
"Blaine, ID",0
"Boise, ID",0
"Bonner, ID",0
"Bonneville, ID",0
"Boundary, ID",0
"Butte, ID",0
"Camas, ID",0
"Canyon, ID",0
"Caribou, ID",0
"Cassia, ID",0
"Clark, ID",0
"Clearwater, ID",0
"Custer, ID",0
"Elmore, ID",0
"Franklin, ID",0
"Fremont, ID",0
"Gem, ID",0
"Gooding, ID",0
"Idaho, ID",0
"Jefferson, ID",0
"Jerome, ID",0
"Kootenai, ID",0
"Latah, ID",0
"Lemhi, ID",0
"Lewis, ID",0
"Lincoln, ID",0
"Madison, ID",0
"Minidoka, ID",0
"Nez Perce, ID",0
"Oneida, ID",0
"Owyhee, ID",0
"Payette, ID",0
"Power, ID",0
"Shoshone, ID",0
"Teton, ID",0
"Twin Falls, ID",0
"Valley, ID",0
"Washington, ID",0
"Adams, IL",0
"Alexander, IL",0
"Bond, IL",0
"Boone, IL",0
"Brown, IL",0
"Bureau, IL",0
"Calhoun, IL",0
"Carroll, IL",0
"Cass, IL",0
"Champaign, IL",0
"Christian, IL",0
"Clark, IL",0
"Clay, IL",0
"Clinton, IL",0
"Coles, IL",0
"Cook, IL",0
"Crawford, IL",0
"Cumberland, IL",0
"De Witt, IL",0
"DeKalb, IL",0
"Donough, IL",0
"Douglas, IL",0
"DuPage, IL",0
"Edgar, IL",0
"Edwards, IL",0
"Effingham, IL",0
"Fayette, IL",0
"Ford, IL",0
"Franklin, IL",0
"Fulton, IL",0
"Gallatin, IL",0
"Greene, IL",0
"Grundy, IL",0
"Hamilton, IL",0
"Hancock, IL",0
"Hardin, IL",0
"Henderson, IL",0
"Henry, IL",0
"Iroquois, IL",0
"Jackson, IL",0
"Jasper, IL",0
"Jefferson, IL",0
"Jersey, IL",0
"Jo Daviess, IL",0
"Johnson, IL",0
"Kane, IL",0
"Kankakee, IL",0
"Kendall, IL",0
"Knox, IL",0
"La Salle, IL",0
"Lake, IL",0
"Lawrence, IL",0
"Lee, IL",0
"Livingston, IL",0
"Logan, IL",0
"Macon, IL",0
"Macoupin, IL",0
"Madison, IL",0
"Marion, IL",0
"Marshall, IL",0
"Mason, IL",0
"Massac, IL",0
"McHenry, IL",0
"McLean, IL",0
"Menard, IL",0
"Mercer, IL",0
"Monroe, IL",0
"Montgomery, IL",0
"Morgan, IL",0
"Moultrie, IL",0
"Ogle, IL",0
"Peoria, IL",0
"Perry, IL",0
"Piatt, IL",0
"Pike, IL",0
"Pope, IL",0
"Pulaski, IL",0
"Putnam, IL",0
"Randolph, IL",0
"Richland, IL",0
"Rock Island, IL",0
"Saline, IL",0
"Sangamon, IL",0
"Schuyler, IL",0
"Scott, IL",0
"Shelby, IL",0
"St. Clair, IL",0
"Stark, IL",0
"Stephenson, IL",0
"Tazewell, IL",0
"Union, IL",0
"Vermilion, IL",0
"Wabash, IL",0
"Warren, IL",0
"Washington, IL",0
"Wayne, IL",0
"White, IL",0
"Whiteside, IL",0
"Will, IL",0
"Williamson, IL",0
"Winnebago, IL",0
"Woodford, IL",0
"Adams, IN",0
"Allen, IN",0
"Bartholomew, IN",0
"Benton, IN",0
"Blackford, IN",0
"Boone, IN",0
"Brown, IN",0
"Carroll, IN",0
"Cass, IN",0
"Clark, IN",0
"Clay, IN",0
"Clinton, IN",0
"Crawford, IN",0
"Daviess, IN",0
"DeKalb, IN",0
"Dearborn, IN",0
"Decatur, IN",0
"Delaware, IN",0
"Dubois, IN",0
"Elkhart, IN",0
"Fayette, IN",0
"Floyd, IN",0
"Fountain, IN",0
"Franklin, IN",0
"Fulton, IN",0
"Gibson, IN",0
"Grant, IN",0
"Greene, IN",0
"Hamilton, IN",0
"Hancock, IN",0
"Harrison, IN",0
"Hendricks, IN",0
"Henry, IN",0
"Howard, IN",0
"Huntington, IN",0
"Jackson, IN",0
"Jasper, IN",0
"Jay, IN",0
"Jefferson, IN",0
"Jennings, IN",0
"Johnson, IN",0
"Knox, IN",0
"Kosciusko, IN",0
"LaGrange, IN",0
"LaPorte, IN",0
"Lake, IN",0
"Lawrence, IN",0
"Madison, IN",0
"Marion, IN",0
"Marshall, IN",0
"Martin, IN",0
"Miami, IN",0
"Monroe, IN",0
"Montgomery, IN",0
"Morgan, IN",0
"Newton, IN",0
"Noble, IN",0
"Ohio, IN",0
"Orange, IN",0
"Owen, IN",0
"Parke, IN",0
"Perry, IN",0
"Pike, IN",0
"Porter, IN",0
"Posey, IN",0
"Pulaski, IN",0
"Putnam, IN",0
"Randolph, IN",0
"Ripley, IN",0
"Rush, IN",0
"Scott, IN",0
"Shelby, IN",0
"Spencer, IN",0
"St. Joseph, IN",0
"Starke, IN",0
"Steuben, IN",0
"Sullivan, IN",0
"Switzerland, IN",0
"Tippecanoe, IN",0
"Tipton, IN",0
"Union, IN",0
"Vanderburgh, IN",0
"Vermillion, IN",0
"Vigo, IN",0
"Wabash, IN",0
"Warren, IN",0
"Warrick, IN",0
"Washington, IN",0
"Wayne, IN",0
"Wells, IN",0
"White, IN",0
"Whitley, IN",0
"Allen, KS",0
"Anderson, KS",0
"Atchison, KS",0
"Barber, KS",0
"Barton, KS",0
"Bourbon, KS",0
"Brown, KS",0
"Butler, KS",0
"Chase, KS",0
"Chautauqua, KS",0
"Cherokee, KS",0
"Cheyenne, KS",0
"Clark, KS",0
"Clay, KS",0
"Cloud, KS",0
"Coffey, KS",0
"Comanche, KS",0
"Cowley, KS",0
"Crawford, KS",0
"Decatur, KS",0
"Dickinson, KS",0
"Doniphan, KS",0
"Douglas, KS",0
"Edwards, KS",0
"Elk, KS",0
"Ellis, KS",0
"Ellsworth, KS",0
"Finney, KS",0
"Ford, KS",0
"Franklin, KS",0
"Geary, KS",0
"Gove, KS",0
"Graham, KS",0
"Grant, KS",0
"Gray, KS",0
"Greeley, KS",0
"Greenwood, KS",0
"Hamilton, KS",0
"Harper, KS",0
"Harvey, KS",0
"Haskell, KS",0
"Hodgeman, KS",0
"Jackson, KS",0
"Jefferson, KS",0
"Jewell, KS",0
"Johnson, KS",0
"Kearny, KS",0
"Kingman, KS",0
"Kiowa, KS",0
"Labette, KS",0
"Lane, KS",0
"Leavenworth, KS",0
"Lincoln, KS",0
"Linn, KS",0
"Logan, KS",0
"Lyon, KS",0
"Marion, KS",0
"Marshall, KS",0
"McPherson, KS",0
"Meade, KS",0
"Miami, KS",0
"Mitchell, KS",0
"Montgomery, KS",0
"Morris, KS",0
"Morton, KS",0
"Nemaha, KS",0
"Neosho, KS",0
"Ness, KS",0
"Norton, KS",0
"Osage, KS",0
"Osborne, KS",0
"Ottawa, KS",0
"Pawnee, KS",0
"Phillips, KS",0
"Pottawatomie, KS",0
"Pratt, KS",0
"Rawlins, KS",0
"Reno, KS",0
"Republic, KS",0
"Rice, KS",0
"Riley, KS",0
"Rooks, KS",0
"Rush, KS",0
"Russell, KS",0
"Saline, KS",0
"Scott, KS",0
"Sedgwick, KS",0
"Seward, KS",0
"Shawnee, KS",0
"Sheridan, KS",0
"Sherman, KS",0
"Smith, KS",0
"Stafford, KS",0
"Stanton, KS",0
"Stevens, KS",0
"Sumner, KS",0
"Thomas, KS",0
"Trego, KS",0
"Wabaunsee, KS",0
"Wallace, KS",0
"Washington, KS",0
"Wichita, KS",0
"Wilson, KS",0
"Woodson, KS",0
"Wyandotte, KS",0
"Adair, KY",0
"Allen, KY",0
"Anderson, KY",0
"Ballard, KY",0
"Barren, KY",0
"Bath, KY",0
"Bell, KY",0
"Boone, KY",0
"Bourbon, KY",0
"Boyd, KY",0
"Boyle, KY",0
"Bracken, KY",0
"Breathitt, KY",0
"Breckinridge, KY",0
"Bullitt, KY",0
"Butler, KY",0
"Caldwell, KY",0
"Calloway, KY",0
"Campbell, KY",0
"Carlisle, KY",0
"Carroll, KY",0
"Carter, KY",0
"Casey, KY",0
"Christian, KY",0
"Clark, KY",0
"Clay, KY",0
"Clinton, KY",0
"Crittenden, KY",0
"Cumberland, KY",0
"Daviess, KY",0
"Edmonson, KY",0
"Elliott, KY",0
"Estill, KY",0
"Fayette, KY",0
"Fleming, KY",0
"Floyd, KY",0
"Franklin, KY",0
"Fulton, KY",0
"Gallatin, KY",0
"Garrard, KY",0
"Grant, KY",0
"Graves, KY",0
"Grayson, KY",0
"Green, KY",0
"Greenup, KY",0
"Hancock, KY",0
"Hardin, KY",0
"Harlan, KY",0
"Harrison, KY",0
"Hart, KY",0
"Henderson, KY",0
"Henry, KY",0
"Hickman, KY",0
"Hopkins, KY",0
"Jackson, KY",0
"Jefferson, KY",0
"Jessamine, KY",0
"Johnson, KY",0
"Kenton, KY",0
"Knott, KY",0
"Knox, KY",0
"Larue, KY",0
"Laurel, KY",0
"Lawrence, KY",0
"Lee, KY",0
"Leslie, KY",0
"Letcher, KY",0
"Lewis, KY",0
"Lincoln, KY",0
"Livingston, KY",0
"Logan, KY",0
"Lyon, KY",0
"Madison, KY",0
"Magoffin, KY",0
"Marion, KY",0
"Marshall, KY",0
"Martin, KY",0
"Mason, KY",0
"McCracken, KY",0
"McCreary, KY",0
"McLean, KY",0
"Meade, KY",0
"Menifee, KY",0
"Mercer, KY",0
"Metcalfe, KY",0
"Monroe, KY",0
"Montgomery, KY",0
"Morgan, KY",0
"Muhlenberg, KY",0
"Nelson, KY",0
"Nicholas, KY",0
"Ohio, KY",0
"Oldham, KY",0
"Owen, KY",0
"Owsley, KY",0
"Pendleton, KY",0
"Perry, KY",0
"Pike, KY",0
"Powell, KY",0
"Pulaski, KY",0
"Robertson, KY",0
"Rockcastle, KY",0
"Rowan, KY",0
"Russell, KY",0
"Scott, KY",0
"Shelby, KY",0
"Simpson, KY",0
"Spencer, KY",0
"Taylor, KY",0
"Todd, KY",0
"Trigg, KY",0
"Trimble, KY",0
"Union, KY",0
"Warren, KY",0
"Washington, KY",0
"Wayne, KY",0
"Webster, KY",0
"Whitley, KY",0
"Wolfe, KY",0
"Woodford, KY",0
"Acadia, LA",0
"Allen, LA",0
"Ascension, LA",0
"Assumption, LA",0
"Avoyelles, LA",0
"Beauregard, LA",0
"Bienville, LA",0
"Bossier, LA",0
"Caddo, LA",0
"Calcasieu, LA",0
"Caldwell, LA",0
"Cameron, LA",0
"Catahoula, LA",0
"Claiborne, LA",0
"Concordia, LA",0
"De Soto, LA",0
"East Baton Rouge, LA",0
"East Carroll, LA",0
"East Feliciana, LA",0
"Evangeline, LA",0
"Franklin, LA",0
"Grant, LA",0
"Iberia, LA",0
"Iberville, LA",0
"Jackson, LA",0
"Jefferson, LA",0
"Jefferson Davis, LA",0
"La Salle, LA",0
"Lafayette, LA",0
"Lafourche, LA",0
"Lincoln, LA",0
"Livingston, LA",0
"Madison, LA",0
"Morehouse, LA",0
"Natchitoches, LA",0
"Orleans, LA",0
"Ouachita, LA",0
"Plaquemines, LA",0
"Pointe Coupee, LA",0
"Rapides, LA",0
"Red River, LA",0
"Richland, LA",0
"Sabine, LA",0
"St. Bernard, LA",0
"St. Charles, LA",0
"St. Helena, LA",0
"St. James, LA",0
"St. John the Baptist, LA",0
"St. Landry, LA",0
"St. Martin, LA",0
"St. Mary, LA",0
"St. Tammany, LA",0
"Tangipahoa, LA",0
"Tensas, LA",0
"Terrebonne, LA",0
"Union, LA",0
"Vermilion, LA",0
"Vernon, LA",0
"Washington, LA",0
"Webster, LA",0
"West Baton Rouge, LA",0
"West Carroll, LA",0
"West Feliciana, LA",0
"Winn, LA",0
"Barnstable, MA",0
"Berkshire, MA",0
"Bristol, MA",0
"Dukes, MA",0
"Essex, MA",0
"Franklin, MA",0
"Hampden, MA",0
"Hampshire, MA",0
"Middlesex, MA",0
"Nantucket, MA",0
"Norfolk, MA",0
"Plymouth, MA",0
"Suffolk, MA",0
"Worcester, MA",0
"Allegany, MD",0
"Anne Arundel, MD",0
"Baltimore City, MD",0
"Baltimore County, MD",0
"Calvert, MD",0
"Caroline, MD",0
"Carroll, MD",0
"Cecil, MD",0
"Charles, MD",0
"Dorchester, MD",0
"Frederick, MD",0
"Garrett, MD",0
"Harford, MD",0
"Howard, MD",0
"Kent, MD",0
"Montgomery, MD",0
"Prince George's, MD",0
"Queen Anne's, MD",0
"Somerset, MD",0
"St. Mary's, MD",0
"Talbot, MD",0
"Washington, MD",0
"Wicomico, MD",0
"Worcester, MD",0
"Androscoggin, ME",0
"Aroostook, ME",0
"Cumberland, ME",0
"Franklin, ME",0
"Hancock, ME",0
"Kennebec, ME",0
"Knox, ME",0
"Lincoln, ME",0
"Oxford, ME",0
"Penobscot, ME",0
"Piscataquis, ME",0
"Sagadahoc, ME",0
"Somerset, ME",0
"Waldo, ME",0
"Washington, ME",0
"York, ME",0
"Alcona, MI",0
"Alger, MI",0
"Allegan, MI",0
"Alpena, MI",0
"Antrim, MI",0
"Arenac, MI",0
"Baraga, MI",0
"Barry, MI",0
"Bay, MI",0
"Benzie, MI",0
"Berrien, MI",0
"Branch, MI",0
"Calhoun, MI",0
"Cass, MI",0
"Charlevoix, MI",0
"Cheboygan, MI",0
"Chippewa, MI",0
"Clare, MI",0
"Clinton, MI",0
"Crawford, MI",0
"Delta, MI",0
"Dickinson, MI",0
"Eaton, MI",0
"Emmet, MI",0
"Genesee, MI",0
